City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,zaragoza,41.6561,-0.8773,18.05,65,40,3.6,ES,1702413209
346,illizi,26.4833,8.4667,15.89,22,0,3.4,DZ,1702413299
347,hadibu,12.65,54.0333,24.35,74,94,3.58,YE,1702413299
348,el calafate,-50.3408,-72.2768,11.88,55,56,7.16,AR,1702413084
349,balakhta,55.38,91.6,-39.78,100,98,0.5,RU,1702413300
350,newman,37.3138,-121.0208,15.13,40,0,3.18,US,1702413300
351,eatonton,33.3268,-83.3885,14.66,51,20,1.84,US,1702413300
352,tenenkou,14.4572,-4.9169,23.74,17,0,4.43,ML,1702413300
353,bhandara,21.1667,79.65,17.15,67,79,1.89,IN,1702413300
354,hotan,37.0997,79.9269,2.03,22,27,0.84,CN,1702413300
355,valentin gomez farias,28.2167,-106.5833,19.41,29,100,5.13,MX,1702413301
356,hailey,43.5196,-114.3153,1.92,64,40,0.0,US,1702413301
357,cockburn town,21.4612,-71.1419,26.98,69,40,4.63,TC,1702413301
358,portland,45.5234,-122.6762,12.74,70,75,9.26,US,1702412699
